ref,tipping_point_c_t,attribute,value,type,magnitude
Xie et al_2011,0.1073029594152312,k,10,modelling,1.0056608447926476
Xie et al_2011,0.1099146608871075,topology,complete,modelling,1.0032572043716512
Xie et al_2011,0.1099146608871075,N,1000,modelling,1.0032572043716512
Xie et al_2011,0.1099146608871075,k,10,modelling,1.0032572043716512
Xie et al_2011,0.112008916876648,topology,complete,modelling,1.0012237332550769
Xie et al_2011,0.112008916876648,N,1000,modelling,1.0012237332550769
Xie et al_2011,0.112008916876648,k,10,modelling,1.0012237332550769
Xie et al_2011,0.0098458183875803,topology,ER,modelling,0.027900145367782847
Xie et al_2011,0.0098458183875803,N,400,modelling,0.027900145367782847
Xie et al_2011,0.0098458183875803,k,10,modelling,0.027900145367782847
Xie et al_2011,0.019415607721473,topology,ER,modelling,0.051225919495315964
Xie et al_2011,0.019415607721473,N,400,modelling,0.051225919495315964
Xie et al_2011,0.019415607721473,k,10,modelling,0.051225919495315964
Xie et al_2011,0.0309249494149909,topology,ER,modelling,0.07698122983118816
Xie et al_2011,0.0309249494149909,N,400,modelling,0.07698122983118816
Xie et al_2011,0.0309249494149909,k,10,modelling,0.07698122983118816
Xie et al_2011,0.039394450017619,topology,ER,modelling,0.10209124809695025
Xie et al_2011,0.039394450017619,N,400,modelling,0.10209124809695025
Xie et al_2011,0.039394450017619,k,10,modelling,0.10209124809695025
Xie et al_2011,0.049513047536329,topology,ER,modelling,0.14667548717619894
Xie et al_2011,0.049513047536329,N,400,modelling,0.14667548717619894
Xie et al_2011,0.049513047536329,k,10,modelling,0.14667548717619894
Xie et al_2011,0.0597787380332437,topology,ER,modelling,0.18874350966714837
Xie et al_2011,0.0597787380332437,N,400,modelling,0.18874350966714837
Xie et al_2011,0.0597787380332437,k,10,modelling,0.18874350966714837
Xie et al_2011,0.0624304448320096,topology,ER,modelling,0.209344664851276
Xie et al_2011,0.0624304448320096,N,400,modelling,0.209344664851276
Xie et al_2011,0.0624304448320096,k,10,modelling,0.209344664851276
Xie et al_2011,0.0652585971489168,topology,ER,modelling,0.21613242506339658
Xie et al_2011,0.0652585971489168,N,400,modelling,0.21613242506339658
Xie et al_2011,0.0652585971489168,k,10,modelling,0.21613242506339658
Xie et al_2011,0.0674051910562235,topology,ER,modelling,0.22390851368494813
Xie et al_2011,0.0674051910562235,N,400,modelling,0.22390851368494813
Xie et al_2011,0.0674051910562235,k,10,modelling,0.22390851368494813
Xie et al_2011,0.0703973604272291,topology,ER,modelling,0.2562224924417613
Xie et al_2011,0.0703973604272291,N,400,modelling,0.2562224924417613
Xie et al_2011,0.0703973604272291,k,10,modelling,0.2562224924417613
Xie et al_2011,0.0723091841273308,topology,ER,modelling,0.27517810196386205
Xie et al_2011,0.0723091841273308,N,400,modelling,0.27517810196386205
Xie et al_2011,0.0723091841273308,k,10,modelling,0.27517810196386205
Xie et al_2011,0.074944633927351,topology,ER,modelling,0.2963378996764705
Xie et al_2011,0.074944633927351,N,400,modelling,0.2963378996764705
Xie et al_2011,0.074944633927351,k,10,modelling,0.2963378996764705
Xie et al_2011,0.0778880083143035,topology,ER,modelling,0.31702402062937074
Xie et al_2011,0.0778880083143035,N,400,modelling,0.31702402062937074
Xie et al_2011,0.0778880083143035,k,10,modelling,0.31702402062937074
Xie et al_2011,0.0802861019809244,topology,ER,modelling,0.3344233845855986
Xie et al_2011,0.0802861019809244,N,400,modelling,0.3344233845855986
Xie et al_2011,0.0802861019809244,k,10,modelling,0.3344233845855986
Xie et al_2011,0.0825547338020754,topology,ER,modelling,0.35820503404643755
Xie et al_2011,0.0825547338020754,N,400,modelling,0.35820503404643755
Xie et al_2011,0.0825547338020754,k,10,modelling,0.35820503404643755
Xie et al_2011,0.0846572757707293,topology,ER,modelling,0.35639932643003447
Xie et al_2011,0.0846572757707293,N,400,modelling,0.35639932643003447
Xie et al_2011,0.0846572757707293,k,10,modelling,0.35639932643003447
Xie et al_2011,0.0873527463239476,topology,ER,modelling,0.3944720211415005
Xie et al_2011,0.0873527463239476,N,400,modelling,0.3944720211415005
Xie et al_2011,0.0873527463239476,k,10,modelling,0.3944720211415005
Xie et al_2011,0.0897671067694704,topology,ER,modelling,0.4091398105688312
Xie et al_2011,0.0897671067694704,N,400,modelling,0.4091398105688312
Xie et al_2011,0.0897671067694704,k,10,modelling,0.4091398105688312
Xie et al_2011,0.0923039636727879,topology,ER,modelling,0.465538337496468
Xie et al_2011,0.0923039636727879,N,400,modelling,0.465538337496468
Xie et al_2011,0.0923039636727879,k,10,modelling,0.465538337496468
Xie et al_2011,0.0952081480482525,topology,ER,modelling,0.47025382664535975
Xie et al_2011,0.0952081480482525,N,400,modelling,0.47025382664535975
Xie et al_2011,0.0952081480482525,k,10,modelling,0.47025382664535975
Xie et al_2011,0.0971444102984141,topology,ER,modelling,0.6448560087997386
Xie et al_2011,0.0971444102984141,N,400,modelling,0.6448560087997386
Xie et al_2011,0.0971444102984141,k,10,modelling,0.6448560087997386
Xie et al_2011,0.0965916403693201,topology,ER,modelling,0.5603393750825163
Xie et al_2011,0.0965916403693201,N,400,modelling,0.5603393750825163
Xie et al_2011,0.0965916403693201,k,10,modelling,0.5603393750825163
Xie et al_2011,0.0968489245624351,topology,ER,modelling,0.595201799567054
Xie et al_2011,0.0968489245624351,N,400,modelling,0.595201799567054
Xie et al_2011,0.0968489245624351,k,10,modelling,0.595201799567054
Xie et al_2011,0.0974960900611359,topology,ER,modelling,0.6950930120201225
Xie et al_2011,0.0974960900611359,N,400,modelling,0.6950930120201225
Xie et al_2011,0.0974960900611359,k,10,modelling,0.6950930120201225
Xie et al_2011,0.0978780613348948,topology,ER,modelling,0.7346514975052045
Xie et al_2011,0.0978780613348948,N,400,modelling,0.7346514975052045
Xie et al_2011,0.0978780613348948,k,10,modelling,0.7346514975052045
Xie et al_2011,0.0981353455280097,topology,ER,modelling,0.7695139219897421
Xie et al_2011,0.0981353455280097,N,400,modelling,0.7695139219897421
Xie et al_2011,0.0981353455280097,k,10,modelling,0.7695139219897421
Xie et al_2011,0.0983926297211246,topology,ER,modelling,0.8043763464742797
Xie et al_2011,0.0983926297211246,N,400,modelling,0.8043763464742797
Xie et al_2011,0.0983926297211246,k,10,modelling,0.8043763464742797
Xie et al_2011,0.0986499139142396,topology,ER,modelling,0.8392387709588174
Xie et al_2011,0.0986499139142396,N,400,modelling,0.8392387709588174
Xie et al_2011,0.0986499139142396,k,10,modelling,0.8392387709588174
Xie et al_2011,0.0989071981073545,topology,ER,modelling,0.8741011954433551
Xie et al_2011,0.0989071981073545,N,400,modelling,0.8741011954433551
Xie et al_2011,0.0989071981073545,k,10,modelling,0.8741011954433551
Xie et al_2011,0.0991644823004694,topology,ER,modelling,0.9089636199278927
Xie et al_2011,0.0991644823004694,N,400,modelling,0.9089636199278927
Xie et al_2011,0.0991644823004694,k,10,modelling,0.9089636199278927
Xie et al_2011,0.1015936488046669,topology,ER,modelling,1.0086125569661848
Xie et al_2011,0.1015936488046669,N,400,modelling,1.0086125569661848
Xie et al_2011,0.1015936488046669,k,10,modelling,1.0086125569661848
Xie et al_2011,0.1042463194640853,topology,ER,modelling,1.0038294011875246
Xie et al_2011,0.1042463194640853,N,400,modelling,1.0038294011875246
Xie et al_2011,0.1042463194640853,k,10,modelling,1.0038294011875246
Xie et al_2011,0.1069572274053086,topology,ER,modelling,1.0034335211257444
Xie et al_2011,0.1069572274053086,N,400,modelling,1.0034335211257444
Xie et al_2011,0.1069572274053086,k,10,modelling,1.0034335211257444
Xie et al_2011,0.1096680394673583,topology,ER,modelling,1.0027289101247707
Xie et al_2011,0.1096680394673583,N,400,modelling,1.0027289101247707
Xie et al_2011,0.1096680394673583,k,10,modelling,1.0027289101247707
Xie et al_2011,0.112027710636478,topology,ER,modelling,1.0050544486685147
Xie et al_2011,0.112027710636478,N,400,modelling,1.0050544486685147
Xie et al_2011,0.112027710636478,k,10,modelling,1.0050544486685147
Xie et al_2011,0.0997536485820104,topology,ER,modelling,1.006079046489912
Xie et al_2011,0.0997536485820104,N,400,modelling,1.006079046489912
Xie et al_2011,0.0997536485820104,k,10,modelling,1.006079046489912
Xie et al_2011,0.009665365444146,topology,BA,modelling,0.024942413629112203
Xie et al_2011,0.009665365444146,N,10000,modelling,0.024942413629112203
Xie et al_2011,0.009665365444146,k,10,modelling,0.024942413629112203
Xie et al_2011,0.0196705399661264,topology,BA,modelling,0.04941143411786797
Xie et al_2011,0.0196705399661264,N,10000,modelling,0.04941143411786797
Xie et al_2011,0.0196705399661264,k,10,modelling,0.04941143411786797
Xie et al_2011,0.0296889752362548,topology,BA,modelling,0.07960086756502238
Xie et al_2011,0.0296889752362548,N,10000,modelling,0.07960086756502238
Xie et al_2011,0.0296889752362548,k,10,modelling,0.07960086756502238
Xie et al_2011,0.0396844325634133,topology,BA,modelling,0.10901557060638556
Xie et al_2011,0.0396844325634133,N,10000,modelling,0.10901557060638556
Xie et al_2011,0.0396844325634133,k,10,modelling,0.10901557060638556
Xie et al_2011,0.0495682801257064,topology,BA,modelling,0.14442927106963754
Xie et al_2011,0.0495682801257064,N,10000,modelling,0.14442927106963754
Xie et al_2011,0.0495682801257064,k,10,modelling,0.14442927106963754
Xie et al_2011,0.0598299283518603,topology,BA,modelling,0.18860648385359102
Xie et al_2011,0.0598299283518603,N,10000,modelling,0.18860648385359102
Xie et al_2011,0.0598299283518603,k,10,modelling,0.18860648385359102
Xie et al_2011,0.062470432604079,topology,BA,modelling,0.2034144427636908
Xie et al_2011,0.062470432604079,N,10000,modelling,0.2034144427636908
Xie et al_2011,0.062470432604079,k,10,modelling,0.2034144427636908
Xie et al_2011,0.0652242872081176,topology,BA,modelling,0.2174625709850191
Xie et al_2011,0.0652242872081176,N,10000,modelling,0.2174625709850191
Xie et al_2011,0.0652242872081176,k,10,modelling,0.2174625709850191
Xie et al_2011,0.0679794287306245,topology,BA,modelling,0.2353843237956783
Xie et al_2011,0.0679794287306245,N,10000,modelling,0.2353843237956783
Xie et al_2011,0.0679794287306245,k,10,modelling,0.2353843237956783
Xie et al_2011,0.0705985849536689,topology,BA,modelling,0.2543235928246401
Xie et al_2011,0.0705985849536689,N,10000,modelling,0.2543235928246401
Xie et al_2011,0.0705985849536689,k,10,modelling,0.2543235928246401
Xie et al_2011,0.0726018697427747,topology,BA,modelling,0.26598954989845924
Xie et al_2011,0.0726018697427747,N,10000,modelling,0.26598954989845924
Xie et al_2011,0.0726018697427747,k,10,modelling,0.26598954989845924
Xie et al_2011,0.0746182723195758,topology,BA,modelling,0.31714004793550776
Xie et al_2011,0.0746182723195758,N,10000,modelling,0.31714004793550776
Xie et al_2011,0.0746182723195758,k,10,modelling,0.31714004793550776
Xie et al_2011,0.0802686247780137,topology,BA,modelling,0.3642592203635977
Xie et al_2011,0.0802686247780137,N,10000,modelling,0.3642592203635977
Xie et al_2011,0.0802686247780137,k,10,modelling,0.3642592203635977
Xie et al_2011,0.0825101609814031,topology,BA,modelling,0.374978716131128
Xie et al_2011,0.0825101609814031,N,10000,modelling,0.374978716131128
Xie et al_2011,0.0825101609814031,k,10,modelling,0.374978716131128
Xie et al_2011,0.0846466912232964,topology,BA,modelling,0.4115746574619601
Xie et al_2011,0.0846466912232964,N,10000,modelling,0.4115746574619601
Xie et al_2011,0.0846466912232964,k,10,modelling,0.4115746574619601
Xie et al_2011,0.0871631540355629,topology,BA,modelling,0.4633511497159326
Xie et al_2011,0.0871631540355629,N,10000,modelling,0.4633511497159326
Xie et al_2011,0.0871631540355629,k,10,modelling,0.4633511497159326
Xie et al_2011,0.0896886484483468,topology,BA,modelling,0.5423127595272955
Xie et al_2011,0.0896886484483468,N,10000,modelling,0.5423127595272955
Xie et al_2011,0.0896886484483468,k,10,modelling,0.5423127595272955
Xie et al_2011,0.0922151489807575,topology,BA,modelling,0.6243027894156052
Xie et al_2011,0.0922151489807575,N,10000,modelling,0.6243027894156052
Xie et al_2011,0.0922151489807575,k,10,modelling,0.6243027894156052
Xie et al_2011,0.0947369878255637,topology,BA,modelling,0.6922611396140622
Xie et al_2011,0.0947369878255637,N,10000,modelling,0.6922611396140622
Xie et al_2011,0.0947369878255637,k,10,modelling,0.6922611396140622
Xie et al_2011,0.0971743629276923,topology,BA,modelling,0.7567428434417921
Xie et al_2011,0.0971743629276923,N,10000,modelling,0.7567428434417921
Xie et al_2011,0.0971743629276923,k,10,modelling,0.7567428434417921
Xie et al_2011,0.0998935689059738,topology,BA,modelling,1.0008442335863723
Xie et al_2011,0.0998935689059738,N,10000,modelling,1.0008442335863723
Xie et al_2011,0.0998935689059738,k,10,modelling,1.0008442335863723
Xie et al_2011,0.1026968948693939,topology,BA,modelling,0.9966283408197858
Xie et al_2011,0.1026968948693939,N,10000,modelling,0.9966283408197858
Xie et al_2011,0.1026968948693939,k,10,modelling,0.9966283408197858
Xie et al_2011,0.1053356531991752,topology,BA,modelling,0.9985823089785133
Xie et al_2011,0.1053356531991752,N,10000,modelling,0.9985823089785133
Xie et al_2011,0.1053356531991752,k,10,modelling,0.9985823089785133
Xie et al_2011,0.1082096818717626,topology,BA,modelling,0.9982155548983865
Xie et al_2011,0.1082096818717626,N,10000,modelling,0.9982155548983865
Xie et al_2011,0.1082096818717626,k,10,modelling,0.9982155548983865
Xie et al_2011,0.1102510170990378,topology,BA,modelling,0.9990337213177792
Xie et al_2011,0.1102510170990378,N,10000,modelling,0.9990337213177792
Xie et al_2011,0.1102510170990378,k,10,modelling,0.9990337213177792
Xie et al_2011,0.0772014251667108,topology,BA,modelling,0.377028816293122
Xie et al_2011,0.0772014251667108,N,10000,modelling,0.377028816293122
Xie et al_2011,0.0772014251667108,k,10,modelling,0.377028816293122
Xie et al_2011,0.009664327128691,topology,BA,modelling,0.021817084109703178
Xie et al_2011,0.009664327128691,N,1000,modelling,0.021817084109703178
Xie et al_2011,0.009664327128691,k,10,modelling,0.021817084109703178
Xie et al_2011,0.0187672843330213,topology,BA,modelling,0.0471701852683416
Xie et al_2011,0.0187672843330213,N,1000,modelling,0.0471701852683416
Xie et al_2011,0.0187672843330213,k,10,modelling,0.0471701852683416
Xie et al_2011,0.0298220669128039,topology,BA,modelling,0.07557261953880479
Xie et al_2011,0.0298220669128039,N,1000,modelling,0.07557261953880479
Xie et al_2011,0.0298220669128039,k,10,modelling,0.07557261953880479
Xie et al_2011,0.0398090821613028,topology,BA,modelling,0.10807203162028567
Xie et al_2011,0.0398090821613028,N,1000,modelling,0.10807203162028567
Xie et al_2011,0.0398090821613028,k,10,modelling,0.10807203162028567
Xie et al_2011,0.0495693902110281,topology,BA,modelling,0.14777062788786854
Xie et al_2011,0.0495693902110281,N,1000,modelling,0.14777062788786854
Xie et al_2011,0.0495693902110281,k,10,modelling,0.14777062788786854
Xie et al_2011,0.0598306582459169,topology,BA,modelling,0.19080346496395761
Xie et al_2011,0.0598306582459169,N,1000,modelling,0.19080346496395761
Xie et al_2011,0.0598306582459169,k,10,modelling,0.19080346496395761
Xie et al_2011,0.0625102931886554,topology,BA,modelling,0.20713370985184487
Xie et al_2011,0.0625102931886554,N,1000,modelling,0.20713370985184487
Xie et al_2011,0.0625102931886554,k,10,modelling,0.20713370985184487
Xie et al_2011,0.0650290349681781,topology,BA,modelling,0.228156010683763
Xie et al_2011,0.0650290349681781,N,1000,modelling,0.228156010683763
Xie et al_2011,0.0650290349681781,k,10,modelling,0.228156010683763
Xie et al_2011,0.0677088465767848,topology,BA,modelling,0.24159857593846978
Xie et al_2011,0.0677088465767848,N,1000,modelling,0.24159857593846978
Xie et al_2011,0.0677088465767848,k,10,modelling,0.24159857593846978
Xie et al_2011,0.0690371879046944,topology,BA,modelling,0.25625383332883356
Xie et al_2011,0.0690371879046944,N,1000,modelling,0.25625383332883356
Xie et al_2011,0.0690371879046944,k,10,modelling,0.25625383332883356
Xie et al_2011,0.0710513086021818,topology,BA,modelling,0.26292199176802655
Xie et al_2011,0.0710513086021818,N,1000,modelling,0.26292199176802655
Xie et al_2011,0.0710513086021818,k,10,modelling,0.26292199176802655
Xie et al_2011,0.0721310158185852,topology,BA,modelling,0.2954070405244109
Xie et al_2011,0.0721310158185852,N,1000,modelling,0.2954070405244109
Xie et al_2011,0.0721310158185852,k,10,modelling,0.2954070405244109
Xie et al_2011,0.0747836032626382,topology,BA,modelling,0.31326774837523697
Xie et al_2011,0.0747836032626382,N,1000,modelling,0.31326774837523697
Xie et al_2011,0.0747836032626382,k,10,modelling,0.31326774837523697
Xie et al_2011,0.0774972001239998,topology,BA,modelling,0.33151968068339255
Xie et al_2011,0.0774972001239998,N,1000,modelling,0.33151968068339255
Xie et al_2011,0.0774972001239998,k,10,modelling,0.33151968068339255
Xie et al_2011,0.0776614504107396,topology,BA,modelling,0.3557395079782586
Xie et al_2011,0.0776614504107396,N,1000,modelling,0.3557395079782586
Xie et al_2011,0.0776614504107396,k,10,modelling,0.3557395079782586
Xie et al_2011,0.0805270011001343,topology,BA,modelling,0.3486609659197515
Xie et al_2011,0.0805270011001343,N,1000,modelling,0.3486609659197515
Xie et al_2011,0.0805270011001343,k,10,modelling,0.3486609659197515
Xie et al_2011,0.0808880556802615,topology,BA,modelling,0.38224653192914526
Xie et al_2011,0.0808880556802615,N,1000,modelling,0.38224653192914526
Xie et al_2011,0.0808880556802615,k,10,modelling,0.38224653192914526
Xie et al_2011,0.082920421351063,topology,BA,modelling,0.39785953654404893
Xie et al_2011,0.082920421351063,N,1000,modelling,0.39785953654404893
Xie et al_2011,0.082920421351063,k,10,modelling,0.39785953654404893
Xie et al_2011,0.0856188140679962,topology,BA,modelling,0.40378155666793847
Xie et al_2011,0.0856188140679962,N,1000,modelling,0.40378155666793847
Xie et al_2011,0.0856188140679962,k,10,modelling,0.40378155666793847
Xie et al_2011,0.0871580563627866,topology,BA,modelling,0.44800715465940333
Xie et al_2011,0.0871580563627866,N,1000,modelling,0.44800715465940333
Xie et al_2011,0.0871580563627866,k,10,modelling,0.44800715465940333
Xie et al_2011,0.0897669869347358,topology,BA,modelling,0.47720054065178463
Xie et al_2011,0.0897669869347358,N,1000,modelling,0.47720054065178463
Xie et al_2011,0.0897669869347358,k,10,modelling,0.47720054065178463
Xie et al_2011,0.0923565154958001,topology,BA,modelling,0.5984494053336908
Xie et al_2011,0.0923565154958001,N,1000,modelling,0.5984494053336908
Xie et al_2011,0.0923565154958001,k,10,modelling,0.5984494053336908
Xie et al_2011,0.094834459856584,topology,BA,modelling,0.6095131243518426
Xie et al_2011,0.094834459856584,N,1000,modelling,0.6095131243518426
Xie et al_2011,0.094834459856584,k,10,modelling,0.6095131243518426
Xie et al_2011,0.0970883373258475,topology,BA,modelling,0.6573798304002278
Xie et al_2011,0.0970883373258475,N,1000,modelling,0.6573798304002278
Xie et al_2011,0.0970883373258475,k,10,modelling,0.6573798304002278
Xie et al_2011,0.0999746973620883,topology,BA,modelling,0.9942816674020214
Xie et al_2011,0.0999746973620883,N,1000,modelling,0.9942816674020214
Xie et al_2011,0.0999746973620883,k,10,modelling,0.9942816674020214
Xie et al_2011,0.1027605208684789,topology,BA,modelling,0.995893863430958
Xie et al_2011,0.1027605208684789,N,1000,modelling,0.995893863430958
Xie et al_2011,0.1027605208684789,k,10,modelling,0.995893863430958
Xie et al_2011,0.1057101766189043,topology,BA,modelling,0.9974813164629699
Xie et al_2011,0.1057101766189043,N,1000,modelling,0.9974813164629699
Xie et al_2011,0.1057101766189043,k,10,modelling,0.9974813164629699
Xie et al_2011,0.1086951134632261,topology,BA,modelling,0.996602533851356
Xie et al_2011,0.1086951134632261,N,1000,modelling,0.996602533851356
Xie et al_2011,0.1086951134632261,k,10,modelling,0.996602533851356
Xie et al_2011,0.1104585267567853,topology,BA,modelling,0.9967397434154734
Xie et al_2011,0.1104585267567853,N,1000,modelling,0.9967397434154734
Xie et al_2011,0.1104585267567853,k,10,modelling,0.9967397434154734
Xie et al_2011,0.009817355083133,topology,BA,modelling,0.017789144550616642
Xie et al_2011,0.009817355083133,N,400,modelling,0.017789144550616642
Xie et al_2011,0.009817355083133,k,10,modelling,0.017789144550616642
Xie et al_2011,0.0210033265134785,topology,BA,modelling,0.04895143622445275
Xie et al_2011,0.0210033265134785,N,400,modelling,0.04895143622445275
Xie et al_2011,0.0210033265134785,k,10,modelling,0.04895143622445275
Xie et al_2011,0.0302669933138725,topology,BA,modelling,0.08040381374642835
Xie et al_2011,0.0302669933138725,N,400,modelling,0.08040381374642835
Xie et al_2011,0.0302669933138725,k,10,modelling,0.08040381374642835
Xie et al_2011,0.0397192603089524,topology,BA,modelling,0.11126376777903213
Xie et al_2011,0.0397192603089524,N,400,modelling,0.11126376777903213
Xie et al_2011,0.0397192603089524,k,10,modelling,0.11126376777903213
Xie et al_2011,0.0496926653297311,topology,BA,modelling,0.1426899065504601
Xie et al_2011,0.0496926653297311,N,400,modelling,0.1426899065504601
Xie et al_2011,0.0496926653297311,k,10,modelling,0.1426899065504601
Xie et al_2011,0.0597896581851304,topology,BA,modelling,0.19277289154098298
Xie et al_2011,0.0597896581851304,N,400,modelling,0.19277289154098298
Xie et al_2011,0.0597896581851304,k,10,modelling,0.19277289154098298
Xie et al_2011,0.0625846134619182,topology,BA,modelling,0.20515443519298082
Xie et al_2011,0.0625846134619182,N,400,modelling,0.20515443519298082
Xie et al_2011,0.0625846134619182,k,10,modelling,0.20515443519298082
Xie et al_2011,0.0650633939390602,topology,BA,modelling,0.22253819055164192
Xie et al_2011,0.0650633939390602,N,400,modelling,0.22253819055164192
Xie et al_2011,0.0650633939390602,k,10,modelling,0.22253819055164192
Xie et al_2011,0.067654093095692,topology,BA,modelling,0.23949730545820946
Xie et al_2011,0.067654093095692,N,400,modelling,0.23949730545820946
Xie et al_2011,0.067654093095692,k,10,modelling,0.23949730545820946
Xie et al_2011,0.0699820847392719,topology,BA,modelling,0.2624915108893847
Xie et al_2011,0.0699820847392719,N,400,modelling,0.2624915108893847
Xie et al_2011,0.0699820847392719,k,10,modelling,0.2624915108893847
Xie et al_2011,0.0716348901816075,topology,BA,modelling,0.2892639341258316
Xie et al_2011,0.0716348901816075,N,400,modelling,0.2892639341258316
Xie et al_2011,0.0716348901816075,k,10,modelling,0.2892639341258316
Xie et al_2011,0.0743190304261048,topology,BA,modelling,0.3042076986292138
Xie et al_2011,0.0743190304261048,N,400,modelling,0.3042076986292138
Xie et al_2011,0.0743190304261048,k,10,modelling,0.3042076986292138
Xie et al_2011,0.0769101795699214,topology,BA,modelling,0.3173326819210869
Xie et al_2011,0.0769101795699214,N,400,modelling,0.3173326819210869
Xie et al_2011,0.0769101795699214,k,10,modelling,0.3173326819210869
Xie et al_2011,0.0787397166510043,topology,BA,modelling,0.3390398966816103
Xie et al_2011,0.0787397166510043,N,400,modelling,0.3390398966816103
Xie et al_2011,0.0787397166510043,k,10,modelling,0.3390398966816103
Xie et al_2011,0.0824244106850113,topology,BA,modelling,0.3389093695447275
Xie et al_2011,0.0824244106850113,N,400,modelling,0.3389093695447275
Xie et al_2011,0.0824244106850113,k,10,modelling,0.3389093695447275
Xie et al_2011,0.0850043692659558,topology,BA,modelling,0.3597690799664399
Xie et al_2011,0.0850043692659558,N,400,modelling,0.3597690799664399
Xie et al_2011,0.0850043692659558,k,10,modelling,0.3597690799664399
Xie et al_2011,0.0881780051039508,topology,BA,modelling,0.40147399974395404
Xie et al_2011,0.0881780051039508,N,400,modelling,0.40147399974395404
Xie et al_2011,0.0881780051039508,k,10,modelling,0.40147399974395404
Xie et al_2011,0.0925380295376878,topology,BA,modelling,0.4677567798754906
Xie et al_2011,0.0925380295376878,N,400,modelling,0.4677567798754906
Xie et al_2011,0.0925380295376878,k,10,modelling,0.4677567798754906
Xie et al_2011,0.09502652989,topology,BA,modelling,0.4980560724393598
Xie et al_2011,0.09502652989,N,400,modelling,0.4980560724393598
Xie et al_2011,0.09502652989,k,10,modelling,0.4980560724393598
Xie et al_2011,0.0973004932881314,topology,BA,modelling,0.5094971806413112
Xie et al_2011,0.0973004932881314,N,400,modelling,0.5094971806413112
Xie et al_2011,0.0973004932881314,k,10,modelling,0.5094971806413112
Xie et al_2011,0.0973077432484202,topology,BA,modelling,0.6566991706551272
Xie et al_2011,0.0973077432484202,N,400,modelling,0.6566991706551272
Xie et al_2011,0.0973077432484202,k,10,modelling,0.6566991706551272
Xie et al_2011,0.1010307104612785,topology,BA,modelling,0.9965976541711657
Xie et al_2011,0.1010307104612785,N,400,modelling,0.9965976541711657
Xie et al_2011,0.1010307104612785,k,10,modelling,0.9965976541711657
Xie et al_2011,0.1036693849477575,topology,BA,modelling,0.9982992539901475
Xie et al_2011,0.1036693849477575,N,400,modelling,0.9982992539901475
Xie et al_2011,0.1036693849477575,k,10,modelling,0.9982992539901475
Xie et al_2011,0.1063596180345167,topology,BA,modelling,0.9963780685625963
Xie et al_2011,0.1063596180345167,N,400,modelling,0.9963780685625963
Xie et al_2011,0.1063596180345167,k,10,modelling,0.9963780685625963
Xie et al_2011,0.1091261313384383,topology,BA,modelling,0.9983770396138018
Xie et al_2011,0.1091261313384383,N,400,modelling,0.9983770396138018
Xie et al_2011,0.1091261313384383,k,10,modelling,0.9983770396138018
Xie et al_2011,0.1107086506113299,topology,BA,modelling,0.9973348883277711
Xie et al_2011,0.1107086506113299,N,400,modelling,0.9973348883277711
Xie et al_2011,0.1107086506113299,k,10,modelling,0.9973348883277711
Xie et al_2011,0.0897809287657382,topology,BA,modelling,0.44133464936565625
Xie et al_2011,0.0897809287657382,N,400,modelling,0.44133464936565625
Xie et al_2011,0.0897809287657382,k,10,modelling,0.44133464936565625
Lacopini_2022_traj2,0.3688821198483035,topology, empirical_Thiers13,modelling,1
Lacopini_2022_traj4,0.4304829847371397,topology, empirical_Theirs13_HO,modelling,0.9941044657998872
Lacopini_2022_traj6,0.1612619721260958,topology,empirical_email_EU,modelling,0.3618477513794057
Lacopini_2022_traj8,0.1328739226880976,topology, empirical_congress_bills,modelling,0.40550812830665
Lacopini_2022_traj10,0.2296173575670403,topology,empirical_Lyon_school,modelling,0.46120514211592
Lacopini_2022_traj12,0.3988476194243371,topology,empirical_congress_2,modelling,0.9990981369407858
Lacopini_2022_traj14,0.4467924528301886,topology,empirical_email_EU_2,modelling,0.9878078963874622
Lacopini_2022_traj16,0.4384122463510146,topology,empirical_Thiers_HO_2,modelling,1
Castilla_Rho_et_al_2017,0.40,location,Murray_Darling_Basin_Australia,modelling,0.90
Castilla_Rho_et_al_2017,0.20,location,Murray_Darling_Basin_Australia,modelling,0.90
Castilla_Rho_et_al_2017,0.10,location,Murray_Darling_Basin_Australia,modelling,0.60
Castilla_Rho_et_al_2017,0,location,Murray_Darling_Basin_Australia,modelling,0.20
Castilla_Rho_et_al_2017,0.40,location,Central_valley_USA,modelling,0.80
Castilla_Rho_et_al_2017,0.20,location,Central_valley_USA,modelling,0.35
Castilla_Rho_et_al_2017,0.10,location,Central_valley_USA,modelling,0.20
Castilla_Rho_et_al_2017,0,location,Central_valley_USA,modelling,0
Castilla_Rho_et_al_2017,0.40,location,Punjab_Pak,modelling,0.70
Castilla_Rho_et_al_2017,0.20,location,Punjab_Pak,modelling,0.30
Castilla_Rho_et_al_2017,0.10,location,Punjab_Pak,modelling,0.20
Castilla_Rho_et_al_2017,0,location,Punjab_Pak,modelling,0
Castilla_Rho_et_al_2017,0,location,Punjab_Ind,modelling,0
Castilla_Rho_et_al_2017,0.10,location,Punjab_Ind,modelling,0.70
Castilla_Rho_et_al_2017,0.20,location,Punjab_Ind,modelling,0.90
Castilla_Rho_et_al_2017,0.40,location,Punjab_Ind,modelling,0.90
